split,thread_id,source_path,thread_length,nonempty_turns,empty_turns,event_instances,event_groups,event_types,request_action_instances,deliver_action_data_instances,amend_instances,has_later_action_after_request,lexical_request_turns,lexical_commitment_turns,lexical_deadline_turns,lexical_completion_turns,lexical_cancel_turns,lexical_modify_turns,lexical_reject_turns,lexical_confirm_turns,raw_segments,raw_participant_count,raw_has_date
train,ybarbo-p_inbox320,data/train/ybarbo-p_inbox320.json,3,3,0,6,5,Deliver_Action_Data;Deliver_Data;Request_Action,3,2,0,0,2,1,0,0,0,0,0,0,3,5,0
train,ybarbo-p_inbox353,data/train/ybarbo-p_inbox353.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action,1,3,0,0,2,0,0,1,0,0,0,1,2,4,0
train,ybarbo-p_inbox377,data/train/ybarbo-p_inbox377.json,2,2,0,1,1,Deliver_Data,0,0,0,0,0,0,0,1,0,1,0,0,2,30,0
train,ybarbo-p_inbox383,data/train/ybarbo-p_inbox383.json,2,2,0,1,1,Deliver_Data,0,0,0,0,1,0,0,1,0,1,1,0,2,10,0
train,ybarbo-p_inbox385,data/train/ybarbo-p_inbox385.json,2,2,0,7,3,Deliver_Data;Request_Action;Request_Data,3,0,0,0,2,0,0,2,0,0,0,0,2,6,0
train,ybarbo-p_inbox398,data/train/ybarbo-p_inbox398.json,3,3,0,6,6,Amend_Meeting_Data;Deliver_Meeting_Data;Request_Action,3,0,2,0,3,1,0,0,0,0,0,0,3,27,0
train,ybarbo-p_inbox419,data/train/ybarbo-p_inbox419.json,2,2,0,1,1,Deliver_Action_Data,0,1,0,0,2,1,0,0,0,0,0,0,2,60,0
train,ybarbo-p_inbox425,data/train/ybarbo-p_inbox425.json,2,2,0,6,3,Deliver_Action_Data;Deliver_Data,0,2,0,0,2,0,0,0,0,1,1,0,2,6,0
train,ybarbo-p_inbox427,data/train/ybarbo-p_inbox427.json,2,2,0,4,4,Amend_Meeting_Data;Deliver_Meeting_Data;Request_Action,2,0,1,0,2,0,0,0,0,0,0,0,2,27,0
train,ybarbo-p_inbox452,data/train/ybarbo-p_inbox452.json,3,3,0,5,3,Deliver_Data;Request_Action;Request_Action_Data,1,0,0,0,3,1,1,0,0,0,0,1,3,8,0
train,ybarbo-p_inbox474,data/train/ybarbo-p_inbox474.json,2,2,0,7,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,2,3,0,0,2,2,0,0,0,1,0,0,2,17,0
train,ybarbo-p_inbox52,data/train/ybarbo-p_inbox52.json,5,5,0,10,10,Amend_Meeting_Data;Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting;Request_Meeting_Data,1,1,2,0,0,1,2,0,0,0,0,1,5,9,0
train,ybarbo-p_inbox528,data/train/ybarbo-p_inbox528.json,2,2,0,2,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,0,0,1,0,0,0,0,0,2,14,0
train,ybarbo-p_inbox53,data/train/ybarbo-p_inbox53.json,3,3,0,8,8,Amend_Meeting_Data;Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting;Request_Meeting_Data,1,1,2,0,0,1,2,0,0,0,0,0,3,8,0
train,ybarbo-p_inbox531,data/train/ybarbo-p_inbox531.json,2,2,0,2,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,0,0,0,1,0,0,2,18,0
train,ybarbo-p_inbox548,data/train/ybarbo-p_inbox548.json,2,2,0,1,1,Deliver_Data,0,0,0,0,1,0,0,0,0,1,0,1,2,5,1
train,ybarbo-p_inbox551,data/train/ybarbo-p_inbox551.json,2,2,0,1,1,Deliver_Data,0,0,0,0,1,0,0,0,0,1,0,1,4,5,1
train,ybarbo-p_inbox578,data/train/ybarbo-p_inbox578.json,2,2,0,2,2,Deliver_Data,0,0,0,0,1,0,1,0,0,1,1,1,2,10,0
train,ybarbo-p_inbox585,data/train/ybarbo-p_inbox585.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,2,0,0,2,0,1,2,0,0,0,0,2,6,0
train,ybarbo-p_inbox61,data/train/ybarbo-p_inbox61.json,3,3,0,4,3,Deliver_Action_Data;Deliver_Data;Request_Action_Data,0,1,0,0,2,0,0,0,0,0,0,0,3,5,0
train,ybarbo-p_inbox610,data/train/ybarbo-p_inbox610.json,2,2,0,8,4,Deliver_Action_Data;Deliver_Data;Request_Data,0,1,0,0,2,1,0,0,0,0,0,0,2,4,0
train,ybarbo-p_inbox614,data/train/ybarbo-p_inbox614.json,4,4,0,7,6,Amend_Data;Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,3,1,1,1,0,0,0,0,1,0,0,4,13,0
train,ybarbo-p_inbox633,data/train/ybarbo-p_inbox633.json,2,2,0,3,3,Deliver_Action_Data;Request_Action;Request_Action_Data,1,1,0,0,1,0,0,0,0,0,0,1,2,7,0
train,ybarbo-p_inbox71,data/train/ybarbo-p_inbox71.json,2,2,0,5,4,Deliver_Data;Request_Action;Request_Meeting,1,0,0,0,2,1,0,0,0,0,0,0,2,6,0
train,ybarbo-p_inbox99,data/train/ybarbo-p_inbox99.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,1,0,0,1,1,0,2,0,0,0,0,2,41,0
train,ybarbo-p_inbox_364,data/train/ybarbo-p_inbox_364.json,3,2,1,12,1,Deliver_Data,0,0,0,0,1,0,1,0,0,0,0,0,3,14,0
dev,bass-e_inbox152,data/dev/bass-e_inbox152.json,3,3,0,7,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Data;Request_Meeting,2,2,0,0,1,1,0,0,1,1,1,0,3,7,0
dev,blair-l_inbox164,data/dev/blair-l_inbox164.json,3,3,0,23,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,1,12,0,1,3,1,1,0,0,0,2,1,3,13,0
dev,blair-l_inbox94,data/dev/blair-l_inbox94.json,2,2,0,4,3,Deliver_Data;Request_Action,1,0,0,0,1,0,0,1,0,1,0,0,2,26,0
dev,blair-l_inbox_209,data/dev/blair-l_inbox_209.json,3,3,0,7,4,Deliver_Action_Data;Request_Action,2,5,0,0,3,1,1,1,0,1,0,0,3,9,0
dev,buy-r_inbox1083,data/dev/buy-r_inbox1083.json,2,2,0,12,7,Amend_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Data;Request_Meeting,0,6,1,0,1,1,0,0,0,1,0,0,2,21,0
dev,buy-r_inbox322,data/dev/buy-r_inbox322.json,2,2,0,8,5,Amend_Meeting_Data;Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting_Data,1,2,2,0,2,1,1,0,0,0,0,0,2,21,0
dev,buy-r_inbox38,data/dev/buy-r_inbox38.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data;Request_Data,0,1,0,0,0,1,0,0,0,0,0,0,2,4,0
dev,buy-r_inbox706,data/dev/buy-r_inbox706.json,3,3,0,9,5,Deliver_Action_Data;Deliver_Data;Request_Action,6,2,0,0,3,1,0,0,0,0,0,1,3,8,0
dev,buy-r_inbox904,data/dev/buy-r_inbox904.json,3,3,0,4,4,Amend_Meeting_Data;Deliver_Action_Data;Deliver_Meeting_Data;Request_Action,1,1,1,0,2,2,0,0,0,0,1,0,3,22,0
dev,campbell-l_inbox1277,data/dev/campbell-l_inbox1277.json,4,4,0,23,10,Amend_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action,8,9,1,1,3,3,0,3,0,2,0,0,4,15,0
dev,campbell-l_inbox429,data/dev/campbell-l_inbox429.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,1,0,1,1,0,1,1,0,0,0,0,2,5,0
dev,cash-m_inbox177,data/dev/cash-m_inbox177.json,3,3,0,12,6,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Data,2,6,0,0,1,1,0,1,0,0,0,0,3,8,0
dev,cash-m_inbox293,data/dev/cash-m_inbox293.json,2,2,0,8,5,Deliver_Action_Data;Deliver_Data;Request_Action,5,1,0,0,2,0,0,1,0,1,0,1,2,5,0
dev,corman-s_inbox47,data/dev/corman-s_inbox47.json,2,2,0,5,3,Deliver_Action_Data;Request_Action,3,2,0,0,0,1,0,1,0,0,0,0,3,6,0
dev,corman-s_inbox_archives125,data/dev/corman-s_inbox_archives125.json,2,2,0,13,7,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Action_Data;Request_Data;Request_Meeting,1,6,0,0,1,1,1,1,0,0,0,0,2,18,0
dev,corman-s_inbox_archives235,data/dev/corman-s_inbox_archives235.json,2,2,0,3,1,Deliver_Action_Data,0,3,0,0,0,0,0,1,0,1,0,0,3,6,0
dev,corman-s_inbox_archives351,data/dev/corman-s_inbox_archives351.json,3,3,0,7,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data;Request_Meeting,1,1,0,1,2,0,0,1,0,0,0,1,3,11,0
dev,corman-s_inbox_measurement1,data/dev/corman-s_inbox_measurement1.json,5,5,0,12,7,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action_Data;Request_Data,0,6,3,0,1,3,0,0,0,2,0,0,5,18,0
dev,crandell-s_inbox189,data/dev/crandell-s_inbox189.json,3,2,1,4,4,Deliver_Data;Request_Data;Request_Meeting;Request_Meeting_Data,0,0,0,0,0,2,0,0,0,1,0,0,3,7,0
dev,crandell-s_inbox36,data/dev/crandell-s_inbox36.json,2,2,0,5,3,Deliver_Action_Data;Deliver_Meeting_Data;Request_Data,0,3,0,0,0,1,0,0,0,0,0,0,2,8,0
dev,crandell-s_inbox99,data/dev/crandell-s_inbox99.json,5,5,0,14,10,Amend_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,7,1,1,5,4,3,3,1,4,0,0,5,7,0
dev,crandell-s_inbox_rto_west3,data/dev/crandell-s_inbox_rto_west3.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Data,0,4,0,0,1,0,0,2,0,0,0,0,2,5,0
dev,dasovich-j_inbox372,data/dev/dasovich-j_inbox372.json,2,2,0,6,5,Amend_Data;Deliver_Data;Request_Action;Request_Data,2,0,2,0,2,0,0,1,0,0,0,1,2,16,0
dev,dasovich-j_inbox576,data/dev/dasovich-j_inbox576.json,2,2,0,5,2,Deliver_Action_Data;Request_Meeting,0,4,0,0,0,0,0,0,0,0,0,0,2,12,0
dev,derrick-j_inbox84,data/dev/derrick-j_inbox84.json,2,2,0,5,3,Deliver_Action_Data;Deliver_Data,0,4,0,0,1,0,0,2,0,0,0,1,2,78,0
dev,derrick-j_inbox_148,data/dev/derrick-j_inbox_148.json,2,1,1,1,1,Deliver_Data,0,0,0,0,1,0,0,1,0,1,1,0,2,4,0
dev,donoho-l_inbox149,data/dev/donoho-l_inbox149.json,2,2,0,3,2,Deliver_Action_Data;Deliver_Data,0,2,0,0,0,1,0,0,0,1,0,0,2,12,0
dev,donoho-l_inbox221,data/dev/donoho-l_inbox221.json,2,1,1,8,2,Deliver_Action_Data;Deliver_Data,0,7,0,0,1,0,0,0,0,1,0,0,2,6,0
dev,donoho-l_inbox_junk_file321,data/dev/donoho-l_inbox_junk_file321.json,2,2,0,2,2,Deliver_Action_Data,0,2,0,0,0,0,0,0,0,0,0,0,2,73,0
dev,donoho-l_inbox_junk_file332,data/dev/donoho-l_inbox_junk_file332.json,3,3,0,10,7,Amend_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Action_Data,1,4,1,0,3,1,0,1,0,1,0,0,3,11,0
dev,geaccone-t_inbox288,data/dev/geaccone-t_inbox288.json,2,2,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,2,6,0
dev,germany-c_inbox145,data/dev/germany-c_inbox145.json,2,2,0,2,2,Amend_Data;Request_Data,0,0,1,0,0,0,0,0,0,1,0,0,2,6,0
dev,germany-c_inbox261,data/dev/germany-c_inbox261.json,2,2,0,7,4,Amend_Data;Deliver_Action_Data;Deliver_Data,0,1,3,0,0,0,1,0,1,2,0,0,2,6,0
dev,germany-c_inbox27,data/dev/germany-c_inbox27.json,8,7,1,14,10,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Data,1,7,0,1,3,1,0,2,0,0,0,1,8,6,0
dev,giron-d_inbox431,data/dev/giron-d_inbox431.json,3,3,0,9,7,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Data;Request_Meeting,0,4,0,0,2,0,0,0,0,1,0,0,3,6,0
dev,haedicke-m_inbox287,data/dev/haedicke-m_inbox287.json,3,2,1,6,6,Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,1,0,0,0,2,0,0,1,0,0,0,1,3,38,0
dev,haedicke-m_inbox35,data/dev/haedicke-m_inbox35.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Meeting,0,3,0,0,1,1,0,1,0,0,0,1,2,20,0
dev,haedicke-m_inbox_ees_products1,data/dev/haedicke-m_inbox_ees_products1.json,3,3,0,4,2,Deliver_Data,0,0,0,0,0,0,0,0,1,0,0,0,3,22,0
dev,hayslett-r_inbox5,data/dev/hayslett-r_inbox5.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data;Request_Data,0,2,0,0,2,1,1,0,0,1,0,1,2,8,0
dev,heard-m_inbox85,data/dev/heard-m_inbox85.json,5,5,0,26,15,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action_Data;Request_Data,0,16,2,0,2,1,1,1,0,2,0,2,5,6,0
dev,heard-m_inbox_16,data/dev/heard-m_inbox_16.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action,1,1,0,1,2,0,0,1,0,0,0,0,2,13,0
dev,heard-m_inbox_212,data/dev/heard-m_inbox_212.json,5,5,0,10,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,3,4,0,0,3,1,0,1,0,0,0,1,6,12,0
dev,heard-m_inbox_271,data/dev/heard-m_inbox_271.json,2,2,0,7,4,Deliver_Action_Data;Deliver_Data,0,5,0,0,2,2,0,2,0,0,0,0,2,6,0
dev,heard-m_inbox_master_netting296,data/dev/heard-m_inbox_master_netting296.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,0,1,0,2,0,0,2,80,0
dev,heard-m_inbox_master_netting3,data/dev/heard-m_inbox_master_netting3.json,2,2,0,16,5,Deliver_Action_Data;Request_Action;Request_Data,4,7,0,0,2,2,1,0,0,1,1,0,2,6,0
dev,hernandez-j_inbox16,data/dev/hernandez-j_inbox16.json,5,5,0,7,6,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Data,3,1,0,1,2,0,0,1,1,2,1,0,5,6,0
dev,hodge-j_inbox447,data/dev/hodge-j_inbox447.json,3,3,0,10,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Meeting,3,1,0,0,3,0,1,1,0,0,0,1,3,7,0
dev,jones-t_inbox1024,data/dev/jones-t_inbox1024.json,2,2,0,1,1,Deliver_Data,0,0,0,0,2,0,0,1,0,0,0,0,2,113,0
dev,jones-t_inbox1047,data/dev/jones-t_inbox1047.json,2,2,0,1,1,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,2,116,0
dev,jones-t_inbox488,data/dev/jones-t_inbox488.json,5,5,0,15,11,Amend_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action_Data;Request_Data,0,5,1,0,5,3,0,2,0,1,1,0,5,6,0
dev,kaminski-v_inbox228,data/dev/kaminski-v_inbox228.json,2,2,0,6,5,Deliver_Data;Deliver_Meeting_Data;Request_Action,1,0,0,0,2,0,1,0,0,0,0,1,2,6,0
dev,kaminski-v_inbox657,data/dev/kaminski-v_inbox657.json,3,3,0,13,9,Amend_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Action_Data;Request_Data,1,4,1,0,2,2,0,1,0,1,0,0,3,7,0
dev,kaminski-v_inbox_182,data/dev/kaminski-v_inbox_182.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Data,0,2,0,0,1,1,1,0,0,0,0,0,2,11,0
dev,kaminski-v_inbox_254,data/dev/kaminski-v_inbox_254.json,5,5,0,17,11,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Meeting,4,8,0,1,3,0,1,0,0,0,1,0,5,8,0
dev,kaminski-v_inbox_57,data/dev/kaminski-v_inbox_57.json,2,2,0,4,4,Deliver_Action_Data;Request_Action,2,2,0,0,0,0,0,0,0,0,1,0,2,5,0
dev,keiser-k_inbox102,data/dev/keiser-k_inbox102.json,4,4,0,3,3,Deliver_Data,0,0,0,0,0,0,0,2,0,0,0,0,4,30,0
dev,keiser-k_inbox178,data/dev/keiser-k_inbox178.json,4,4,0,8,7,Deliver_Action_Data;Deliver_Data;Request_Action,2,4,0,0,4,2,0,1,0,0,1,1,4,24,0
dev,keiser-k_inbox224,data/dev/keiser-k_inbox224.json,3,3,0,6,4,Deliver_Action_Data;Request_Action;Request_Data,4,1,0,0,0,2,0,0,0,0,0,0,3,9,0
dev,lavorato-j_inbox204,data/dev/lavorato-j_inbox204.json,4,3,1,3,3,Deliver_Data;Request_Action;Request_Data,1,0,0,0,1,0,1,0,0,0,0,0,4,19,0
dev,lavorato-j_inbox224,data/dev/lavorato-j_inbox224.json,3,2,1,1,1,Request_Action,1,0,0,0,0,0,0,0,0,0,0,0,3,8,0
dev,lavorato-j_inbox332,data/dev/lavorato-j_inbox332.json,2,2,0,4,3,Deliver_Action_Data;Request_Action,1,3,0,1,1,0,1,0,0,0,0,0,2,6,0
dev,lavorato-j_inbox81,data/dev/lavorato-j_inbox81.json,2,2,0,9,7,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action;Request_Meeting,2,3,1,0,2,2,1,2,0,2,0,1,2,8,0
dev,lay-k_inbox187,data/dev/lay-k_inbox187.json,2,2,0,15,8,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting;Request_Meeting_Data,3,6,0,0,2,2,1,1,0,1,1,0,2,29,0
dev,lay-k_inbox584,data/dev/lay-k_inbox584.json,2,2,0,3,2,Deliver_Data,0,0,0,0,2,0,0,2,0,2,0,0,2,7,0
dev,lay-k_inbox_40,data/dev/lay-k_inbox_40.json,2,2,0,10,3,Deliver_Action_Data;Deliver_Data,0,8,0,0,0,1,1,1,0,1,0,1,2,5,0
dev,lokey-t_inbox734,data/dev/lokey-t_inbox734.json,2,2,0,13,2,Deliver_Action_Data,0,13,0,0,1,1,0,0,0,1,0,0,2,15,0
dev,lokey-t_inbox_214,data/dev/lokey-t_inbox_214.json,2,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
dev,lokey-t_inbox_864,data/dev/lokey-t_inbox_864.json,2,2,0,2,2,Amend_Data;Deliver_Data,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0
dev,mann-k_inbox123,data/dev/mann-k_inbox123.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Meeting,1,3,0,0,1,1,1,2,0,0,0,1,2,6,0
dev,mann-k_inbox22,data/dev/mann-k_inbox22.json,2,2,0,9,3,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data,0,6,0,0,1,0,1,1,0,1,0,0,2,6,0
dev,martin-t_inbox130,data/dev/martin-t_inbox130.json,4,4,0,7,6,Deliver_Action_Data;Deliver_Data;Request_Data,0,1,0,0,3,0,0,1,0,0,0,0,4,6,0
dev,martin-t_inbox24,data/dev/martin-t_inbox24.json,3,2,1,3,3,Amend_Meeting_Data;Deliver_Meeting_Data;Request_Action,1,0,1,0,1,0,1,0,0,1,0,0,3,23,0
dev,martin-t_inbox415,data/dev/martin-t_inbox415.json,3,3,0,5,4,Deliver_Action_Data;Request_Action_Data;Request_Data,0,3,0,0,0,1,0,0,0,0,1,1,3,8,0
dev,martin-t_inbox64,data/dev/martin-t_inbox64.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Data;Request_Action_Data,0,3,0,0,2,2,0,0,0,0,2,0,2,6,0
dev,martin-t_inbox_118,data/dev/martin-t_inbox_118.json,2,2,0,3,2,Deliver_Action_Data;Deliver_Meeting_Data,0,2,0,0,1,1,0,0,0,1,0,0,2,6,0
dev,mccarty-d_inbox101,data/dev/mccarty-d_inbox101.json,3,3,0,1,1,Deliver_Data,0,0,0,0,1,0,0,0,0,0,1,0,3,12,0
dev,mccarty-d_inbox13,data/dev/mccarty-d_inbox13.json,2,2,0,7,5,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Data,0,3,0,0,1,0,1,0,0,0,0,0,2,6,0
dev,mccarty-d_inbox7,data/dev/mccarty-d_inbox7.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,1,0,0,2,0,0,0,0,2,0,1,2,5,1
dev,mccarty-d_inbox84,data/dev/mccarty-d_inbox84.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data,0,2,0,0,2,0,0,1,0,0,0,0,2,9,0
dev,mccarty-d_inbox_alaska_gas23,data/dev/mccarty-d_inbox_alaska_gas23.json,3,3,0,11,5,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Meeting,0,7,0,0,2,1,0,1,0,0,1,0,3,6,0
dev,mclaughlin-e_inbox12,data/dev/mclaughlin-e_inbox12.json,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
dev,mclaughlin-e_inbox155,data/dev/mclaughlin-e_inbox155.json,4,4,0,7,5,Deliver_Action_Data;Deliver_Data;Request_Action,2,3,0,1,2,0,1,0,0,0,0,0,4,6,0
dev,mclaughlin-e_inbox205,data/dev/mclaughlin-e_inbox205.json,2,2,0,2,2,Deliver_Action_Data;Request_Action,1,1,0,0,1,0,0,0,0,0,0,0,2,87,0
dev,mims-thurston-p_inbox197,data/dev/mims-thurston-p_inbox197.json,2,2,0,5,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Data,1,1,0,0,2,0,1,2,0,0,0,1,2,6,0
dev,mims-thurston-p_inbox_142,data/dev/mims-thurston-p_inbox_142.json,4,3,1,6,2,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,4,19,0
dev,mims-thurston-p_inbox_162,data/dev/mims-thurston-p_inbox_162.json,3,3,0,9,3,Deliver_Action_Data;Request_Action_Data,0,7,0,0,0,0,0,0,0,0,0,1,3,8,0
dev,nemec-g_inbox1111,data/dev/nemec-g_inbox1111.json,2,1,1,10,3,Deliver_Action_Data;Deliver_Meeting_Data;Request_Data,0,8,0,0,1,0,0,0,0,0,0,0,2,11,0
dev,nemec-g_inbox1181,data/dev/nemec-g_inbox1181.json,4,4,0,9,7,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Data,5,2,0,0,4,1,0,0,0,1,1,0,4,6,0
dev,nemec-g_inbox1562,data/dev/nemec-g_inbox1562.json,2,2,0,6,2,Deliver_Action_Data;Deliver_Meeting_Data,0,5,0,0,1,0,1,0,0,0,1,0,2,9,0
dev,nemec-g_inbox40,data/dev/nemec-g_inbox40.json,3,3,0,7,6,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action,3,1,1,1,2,2,1,1,0,1,0,2,3,6,0
dev,nemec-g_inbox60,data/dev/nemec-g_inbox60.json,4,3,1,7,6,Deliver_Action_Data;Deliver_Data;Request_Action_Data;Request_Meeting,0,1,0,0,2,2,1,2,0,0,0,0,4,10,0
dev,parks-j_inbox241,data/dev/parks-j_inbox241.json,4,3,1,2,2,Deliver_Data;Request_Data,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
dev,parks-j_inbox286,data/dev/parks-j_inbox286.json,2,2,0,8,5,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,2,2,0,0,2,0,1,1,0,0,1,0,2,12,0
dev,parks-j_inbox404,data/dev/parks-j_inbox404.json,2,1,1,1,1,Deliver_Action_Data,0,1,0,0,0,0,0,1,0,0,0,0,2,14,0
dev,parks-j_inbox428,data/dev/parks-j_inbox428.json,3,2,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
dev,parks-j_inbox679,data/dev/parks-j_inbox679.json,2,1,1,1,1,Deliver_Meeting_Data,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
dev,parks-j_inbox_302,data/dev/parks-j_inbox_302.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Data;Request_Data,0,2,0,0,2,1,0,2,0,0,0,0,2,6,0
dev,rapp-b_inbox335,data/dev/rapp-b_inbox335.json,3,3,0,4,3,Deliver_Action_Data;Request_Action,3,1,0,0,2,0,0,1,0,0,0,0,3,6,0
dev,rapp-b_inbox378,data/dev/rapp-b_inbox378.json,6,6,0,7,6,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,2,2,0,0,3,0,0,0,0,0,0,3,6,10,0
dev,rapp-b_inbox_16,data/dev/rapp-b_inbox_16.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,1,0,0,1,0,1,0,0,0,0,0,2,5,0
dev,rapp-b_inbox_309,data/dev/rapp-b_inbox_309.json,2,2,0,7,4,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,1,3,0,0,1,0,1,1,0,0,0,0,2,24,0
dev,rapp-b_inbox_36,data/dev/rapp-b_inbox_36.json,2,2,0,3,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,0,0,1,1,0,1,2,66,0
dev,rapp-b_inbox_397,data/dev/rapp-b_inbox_397.json,5,5,0,12,8,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,6,3,0,1,3,1,1,0,0,1,0,1,5,19,0
dev,reitmeyer-j_inbox51,data/dev/reitmeyer-j_inbox51.json,2,1,1,1,1,Deliver_Data,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
dev,reitmeyer-j_inbox92,data/dev/reitmeyer-j_inbox92.json,2,2,0,5,3,Deliver_Action_Data;Deliver_Meeting_Data;Request_Data,0,2,0,0,1,2,0,0,0,0,0,0,2,7,0
dev,sager-e_inbox121,data/dev/sager-e_inbox121.json,3,3,0,6,6,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting;Request_Meeting_Data,1,1,0,1,0,1,0,0,0,0,0,0,3,6,0
dev,sager-e_inbox355,data/dev/sager-e_inbox355.json,3,3,0,6,4,Deliver_Action_Data;Deliver_Data;Request_Action,3,1,0,0,3,0,1,0,0,0,0,0,3,10,0
dev,sager-e_inbox47,data/dev/sager-e_inbox47.json,4,4,0,3,3,Deliver_Data,0,0,0,0,1,0,1,1,0,0,0,0,4,18,0
dev,sager-e_inbox819,data/dev/sager-e_inbox819.json,4,4,0,7,7,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Data;Request_Meeting,2,2,0,0,1,1,0,1,0,0,0,0,4,11,0
dev,salisbury-h_inbox181,data/dev/salisbury-h_inbox181.json,2,2,0,4,2,Deliver_Action_Data,0,4,0,0,0,1,0,0,0,0,0,0,2,5,0
dev,salisbury-h_inbox480,data/dev/salisbury-h_inbox480.json,2,2,0,8,5,Amend_Data;Deliver_Action_Data;Request_Data,0,4,3,0,2,1,2,0,0,2,0,0,2,11,0
dev,salisbury-h_inbox_330,data/dev/salisbury-h_inbox_330.json,2,2,0,5,3,Deliver_Action_Data;Deliver_Data,0,2,0,0,2,1,1,0,0,1,0,1,2,8,0
dev,schoolcraft-d_inbox17,data/dev/schoolcraft-d_inbox17.json,2,1,1,1,1,Deliver_Data,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0
